Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
TRACHI,1,nory,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Conversations
ID,Title,Pictures,Description,Actor,Conversant,Overrides
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_23,748,23,13,13,,,[NC]The matter of the fact is...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1000
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_24,748,24,13,13,,,[S]You brought this situation on yourself.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1050
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_25,748,25,13,13,,,[S]And we need to resolve it.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1100
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_26,748,26,63,63,,,[S]What are you proposing?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1150
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_27,748,27,13,13,,,[S]For one...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1200
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_28,748,28,13,13,,,[S]We haven't received our papers.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1250
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_29,748,29,63,63,,,[SWC]Of course.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1300
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_30,748,30,63,63,,,[SP]There you go.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1350
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_31,748,31,13,13,,,[S]Thank you.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1400
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_32,748,32,13,13,,,[NC]That matter being settled...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1450
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_33,748,33,13,13,,,[S]Your ploy lost us about half a day.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1500
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_34,748,34,13,13,,,[S]We'll need extended access to make up for it.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1550
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_35,748,35,63,63,,,[SP]For what purpose?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1600
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_36,748,36,13,13,,,[S]That is not your concern.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1650
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_37,748,37,63,63,,,"[SWC]Well, in that case...",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1700
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_38,748,38,63,63,,,[SP]I'll have to refuse.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1750
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_39,748,39,13,13,,,[SPC]Mr. Faber...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1800
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_40,748,40,13,13,,,[S]I thought a man of your rank would realize the situation he's been put into.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1850
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_41,748,41,63,63,,,[SS]Oh – I understand perfectly!,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1900
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_42,748,42,63,63,,,[SW]You think you can intimidate me!,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;1950
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_43,748,43,63,63,,,"[SP]But you're not in Ionia, anymore.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2000
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_44,748,44,13,13,,,[SC]That's not the point.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2050
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_45,748,45,13,13,,,[S]The only thing that matters is whether you accept our terms or not.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2100
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_46,748,46,63,63,,,[SP]What if I don't?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2150
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_47,748,47,13,13,,,[SPC]You'll have to reimburse.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2200
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_48,748,48,13,13,,,[S]Or we'll take this city by force.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2250
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_49,748,49,63,63,,,[SW]I could have you arrested on the spot for saying that.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2300
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_50,748,50,13,13,,,[SP]Are you listening to me?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2350
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_51,748,51,13,13,,,"[S]Whether it's me, or someone else you're having this conversation with...",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2400
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_52,748,52,13,13,,,[SP]Is irrelevant.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2450
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_53,748,53,13,13,,,[S]And if I'm compromised...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2500
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_54,748,54,13,13,,,[S]So are you.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2550
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_55,748,55,13,13,,,"[NC]One thing's for certain, though.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2600
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_56,748,56,13,13,,,[S]We will take our share.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2650
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_57,748,57,13,13,,,"[S]Through you, or someone else.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2700
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_58,748,58,63,63,,,"[SP]Well, we'll see about that.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2750
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_59,748,59,63,63,,,[SWC]In any case...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2800
Laurits_Faber_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_60,748,60,63,63,,,[SP]I'll need some time to think this over.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2850
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_61,748,61,13,13,,,[SC]You have until six o'clock.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2900
Atlas_Trachi_West_Sigmund_Plaza_Town_Hall_Mayor's_Office_Farnswood_62,748,62,13,13,,,[S]Thank you for your time.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;2950
Daphne_Trachi_West_Stuart_Alley_EV001_START,749,0,10,10,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
Daphne_Trachi_West_Stuart_Alley_EV001_1,749,1,10,10,,,[NC]Stop stalling.,False,Block,Normal,"QT(""d1625c76-11ae-4f87-92c1-4c9fbc005693"") == ""Active""",,,,,,[],,{{omit}},{{omit}},,{{omit}},885;150
Daphne_Trachi_West_Stuart_Alley_EV002_START,750,0,10,10,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
Daphne_Trachi_West_Stuart_Alley_EV002_1,750,1,10,10,,,[NC]Stop stalling.,False,Block,Normal,"QT(""d1625c76-11ae-4f87-92c1-4c9fbc005693"") == ""Active""",,,,,,[],,{{omit}},{{omit}},,{{omit}},885;150
Daphne_Trachi_West_Stuart_Alley_EV004_START,751,0,10,10,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
Daphne_Trachi_West_Stuart_Alley_EV004_1,751,1,10,10,,,[NC]Stop stalling.,False,Block,Normal,"QT(""d1625c76-11ae-4f87-92c1-4c9fbc005693"") == ""Active""",,,,,,[],,{{omit}},{{omit}},,{{omit}},885;150
Daphne_Trachi_West_Stuart_Alley_EV006_START,752,0,10,10,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
Daphne_Trachi_West_Stuart_Alley_EV006_1,752,1,10,10,,,[NC]Stop stalling.,False,Block,Normal,"QT(""d1625c76-11ae-4f87-92c1-4c9fbc005693"") == ""Active""",,,,,,[],,{{omit}},{{omit}},,{{omit}},885;150
Daphne_Trachi_West_Stuart_Alley_EV010_START,753,0,10,10,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
Daphne_Trachi_West_Stuart_Alley_EV010_1,753,1,10,10,,,[NC]Stop stalling.,False,Block,Normal,"QT(""d1625c76-11ae-4f87-92c1-4c9fbc005693"") == ""Active""",,,,,,[],,{{omit}},{{omit}},,{{omit}},885;150
Daphne_Trachi_West_Stuart_Alley_EV012_START,754,0,10,10,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
Daphne_Trachi_West_Stuart_Alley_EV012_1,754,1,10,10,,,[NC]Stop stalling.,False,Block,Normal,"QT(""d1625c76-11ae-4f87-92c1-4c9fbc005693"") == ""Active""",,,,,,[],,{{omit}},{{omit}},,{{omit}},885;150
Daphne_Trachi_West_Stuart_Alley_EV013_START,755,0,10,10,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
Daphne_Trachi_West_Stuart_Alley_EV013_1,755,1,10,10,,,[NC]Stop stalling.,False,Block,Normal,"QT(""d1625c76-11ae-4f87-92c1-4c9fbc005693"") == ""Active""",,,,,,[],,{{omit}},{{omit}},,{{omit}},885;150
invalid_entrytag,756,0,0,0,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
invalid_entrytag,756,1,0,0,,,North: Filmore Avenue East: Anderson Park South: Farblein Trail,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;150
Pandora_Trachi_West_Stuart_Alley_EV030_START,757,0,16,16,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
Pandora_Trachi_West_Stuart_Alley_EV030_1,757,1,16,16,,,[SH]HEY!,False,Block,Normal,"QT(""a4f7b90f-cede-48f5-881d-7541f425d075"") == ""Active""",,,,,,[],,{{omit}},{{omit}},,{{omit}},705;150
Atlas_Trachi_West_Stuart_Alley_EV030_2,757,2,13,13,,,[S]Hm?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;200
Daphne_Trachi_West_Stuart_Alley_EV030_3,757,3,10,10,,,[NS]You okay?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;250
Atlas_Trachi_West_Stuart_Alley_EV030_4,757,4,13,13,,,[SC]Yeah.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;300
Atlas_Trachi_West_Stuart_Alley_EV030_5,757,5,13,13,,,[SPC]Just... memories.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;350
Daphne_Trachi_West_Stuart_Alley_EV030_6,757,6,10,10,,,[NC]Right.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;400
Atlas_Trachi_West_Stuart_Alley_EV030_7,757,7,13,13,,,[N]Are we ready?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;450
Daphne_Trachi_West_Stuart_Alley_EV030_8,757,8,10,10,,,[NS]Yup.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;500
Daphne_Trachi_West_Stuart_Alley_EV030_9,757,9,10,10,,,[NC]We got him cornered.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;550
Daphne_Trachi_West_Stuart_Alley_EV030_10,757,10,10,10,,,[NS]The kill is yours.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;600
Atlas_Trachi_West_Stuart_Alley_EV030_11,757,11,13,13,,,[SC]Alright.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;650
Atlas_Trachi_West_Stuart_Alley_EV030_12,757,12,13,13,,,[S]Let's finish this.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;700
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_START,758,0,3,3,START,,,False,Block,Normal,,,Continue(),,,,[],,{{omit}},{{omit}},,{{omit}},705;50
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_1,758,1,3,3,,,[N]How's the situation?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;150
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_2,758,2,420,420,,,"[SPC]A couple of wounded, five people dead, at least.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;200
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_3,758,3,3,3,,,[N]Who fired the first shot?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;250
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_4,758,4,420,420,,,"[SC]No one's owned up to it, yet.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;300
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_5,758,5,420,420,,,[S]But a lot of people are saying it was the militia.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;350
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_6,758,6,3,3,,,[NC]Hm.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;400
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_7,758,7,3,3,,,[N]What do you think?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;450
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_8,758,8,420,420,,,[SPC]If I had to put my money on someone...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;500
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_9,758,9,420,420,,,[SP]I'd say it was that girl from the IIS.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;550
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_10,758,10,3,3,,,"[NC]Probably, yeah.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;600
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_11,758,11,3,3,,,[N]We need to make sure something like that doesn't happen again.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;650
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_12,758,12,420,420,,,[SPC]Right.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;700
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_13,758,13,3,3,,,[N]How many men do they have in Rondham?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;750
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_14,758,14,420,420,,,[SC]Doubt it's much more than thirty of fourty.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;800
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_15,758,15,420,420,,,[SC]But they have Heinrich with them.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;850
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_16,758,16,3,3,,,"[NC]He could be a problem, yeah.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;900
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_17,758,17,3,3,,,[N]Which is why we need Tanner on our side.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;950
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_18,758,18,420,420,,,[S]How is he?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1000
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_19,758,19,3,3,,,[NC]Suffered a few minor injuries...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1050
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_20,758,20,3,3,,,[N]But he'll manage.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1100
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_21,758,21,420,420,,,[S]Is he ready to talk to the mayor?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1150
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_22,758,22,3,3,,,[NC]I hope so.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1200
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_23,758,23,420,420,,,[S]Want me to check up on him?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1250
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_24,758,24,3,3,,,[N]If you don't mind.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1300
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_25,758,25,3,3,,,[NC]He's in his apartment in Farblein Trail.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1350
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_26,758,26,420,420,,,[N]Alright.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1400
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_27,758,27,420,420,,,[N]I'll be back in a bit.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1450
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_28,758,28,3,3,,,[N]One more thing.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1500
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_29,758,29,420,420,,,[N]What?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1550
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_30,758,30,3,3,,,[N]I've asked Eury to keep a watch on him.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1600
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_31,758,31,420,420,,,[NC]No offense...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1650
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_32,758,32,420,420,,,[S]But do you really think this is a good idea?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1700
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_33,758,33,420,420,,,[SC]I'm not sure if we can trust her.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1750
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_34,758,34,3,3,,,[NC]Neither am I.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1800
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_35,758,35,3,3,,,"[N]But she's proven very reliable, so far.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1850
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_36,758,36,3,3,,,[NC]If it wasn't for her leaking all that info on arteria...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1900
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_37,758,37,3,3,,,[N]Ionia would have already gotten to us.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;1950
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_38,758,38,420,420,,,[SC]If you say so...,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;2000
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_39,758,39,3,3,,,"[NC]I appreciate your vigilance, Tillian.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;2050
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_40,758,40,3,3,,,[N]But you have to understand that Eury doesn't have anywhere else to go.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;2100
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_41,758,41,3,3,,,[NC]The only thing waiting for her in Ionia is a firing squad.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;2150
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_42,758,42,3,3,,,[N]So I doubt she'll try anything funny.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;2200
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_43,758,43,420,420,,,[SC]Alright.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;2250
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_44,758,44,420,420,,,[NC]You're the boss.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;2300
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_45,758,45,420,420,,,"[N]See you in a few, then.",False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;2350
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_46,758,46,3,3,,,[N]Right.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},705;2400
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_47,758,47,3,3,,,[N]It's starting?,False,Block,Normal,"QT(""5597"") == ""Active""",,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;150
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_48,758,48,420,420,,,[S]Yep.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;200
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_49,758,49,3,3,,,[N]Everyone in position?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;250
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_50,758,50,420,420,,,[S]As far as I saw it.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;300
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_51,758,51,3,3,,,[N]What about the militia?,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;350
Tillian_Marton_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_52,758,52,420,420,,,[S]Arrived ten minutes ago.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;400
Orpheus_Trachi_West_Stuart_Alley_Stuart_Apartments_Staircase_Goose_Shed_EV001_53,758,53,3,3,,,[N]Good.,False,Block,Normal,,,,,,,[],,{{omit}},{{omit}},,{{omit}},1065;450
